episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,agent_timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
-150.1999999999956,-150.1999999999956,-150.1999999999956,501.0,1,1,4162,4162,False,1,1,e428149c4ddf40578159105a06f7144b,2021-09-30_23-10-03,1633011003,233.86172318458557,233.86172318458557,16256,DESKTOP,192.168.0.196,233.86172318458557,0,1,[-150.1999999999956],[501],0.23025137323004144,6.979876583987302,0.11650880019028823,9.522798654440043,0.0,17517.767,237.587,0.0,0.0,216236.393,19.247,12.965,4162,4162,4162,4162,91.73425925925926,33.53765432098765,0.20000000298023224,4.999999873689376e-05,10.432857,0.00863133,10.422258,0.001106637,0.009841645,1.6000742,0.0
-94.29999999999893,-189.59999999999337,-151.64999999999554,489.25,3,1,8807,8807,False,4,2,e428149c4ddf40578159105a06f7144b,2021-09-30_23-14-18,1633011258,245.15676712989807,479.01849031448364,16256,DESKTOP,192.168.0.196,479.01849031448364,0,2,"[-150.1999999999956, -189.59999999999337, -94.29999999999893, -172.4999999999943]","[501, 501, 454, 501]",0.21841292343625762,6.451459137076985,0.11747980681098281,9.437780713477578,0.0,17972.833,245.009,0.0,0.0,221430.087,19.887,11.97,8807,8807,8807,8807,90.35730337078651,34.238483146067416,0.20000000298023224,4.999999873689376e-05,11.538054,0.009323089,11.527536,-0.0028189442,0.0059746504,1.6063538,0.0
